,Price,Location,Title,Link,Date,Description
10,"$9,999",BURKEVILLE,2009 Honda Civic Hybrid HONDA CIVIC CVT AT-PZEV HYBRID SEDAN VTEC 49K,https://raleigh.craigslist.org/ctd/d/burkeville-2009-honda-civic-hybrid/7560935369.html,Nov 24,"2009 HONDA CIVIC HYBRID 40-45 MILES PER GALLON

CALL OR TEXT 804-928-9099
CHECK OUT OUR WEBSITE
www.CARNETCARS.com

*New Stock - More Details Coming Soon
*Low miles - 46K!
*Excellent Condition
*45 Miles Per Gallon
*Easy to drive automatic transmission.
*Alloy wheels
*1 owner clean title & Carfax
*2 keys
*Great fuel economy
*Comfortable sedan
*CD player
*Cruise control
*Tilt wheel
*Radio/Cruise controls on steering wheel
*Power mirrors
*Electronic Instrument Cluster
*USB Port / Aux Port / AC Power Source
*Large trunk space with Spare Tire
*A/C and Heat work great
*Dual zone climate control
*Glove box with all original owner's manuals, window sticker, spare key, & more
*2 cupholders in console
*Door pockets 
*12V outlet
*Dome lights over dash and in back seat
*Front and side airbags
*Console with storage
*Seating capacity of 5
*Bucket seats in front, rear bench seat
*5 Adjustable headrests

I am driving this car so please call or text to schedule seeing it 804-928-9099!

This is a great vehicle that is amazing on gas. Everyone I know keeps saying they need a comfortable, reliable, great on gas sedan, well, here is is! This car rides and drives great, looks great, and even smells great on the inside! I have personally driven it hundreds of miles and continue to be impressed over and over with the performance and how cheap it is to drive! Going from a full size Duramax pick up to this car has been one of the most refreshing change of vehicles I have every had.
It is extremely comfortable and will easily transport five adults. The car has multiple safety features including front and side airbags and three rear child seat anchors. Each seat is also equipped with an adjustable headrest.

This car has all the high tech features you could want, including multiple charging outlets, USB and AUX ports, fingertip controls on the steering wheel for the radio, and cruise control. I even love the look of the interior of this dash. It is modern and easy to read. 

We have had this vehicle fully mechanically inspected, evaluated, and test driven without any issues.

INFORMATION FROM THE ORIGINAL WINDOW STICKER
MILES PER GALLON 40-45

TECHNICAL FEATURES
*110 HP 1.3 L SOHC 8 Valve I-VTEC 4 Cylinder Engine with Integrated Motor Assist (IMA)
*Idle Stop Feature
*Continuously Variable Transmission (CVT)
*Front & Rear Disc Brakes
*Electronic Brake Distribution (EBD)
*Brake Assist
*Front MacPherson Strut Suspension
*Rear Multi-Link Suspension
*Electronic Power-Assisted Rack & Pinion Steering
*EPA Certified Tier 2 Bin 2
*Carb Certified AT-PZEV
*100K+/- No Scheduled Tune Ups

SAFETY FEATURES
*Driver’s & Front Passenger’s Dual Stage Airbags (SRS)
*Driver’s & Front Passenger’s Side Airbags
*Side Curtain Airbags
*Vehicle Stability Assist (VSA)
*Ant- Lock Braking System (ABS)
*3 Point Seat Belts
*Tire Pressure Monitoring System
*Active Front Head Restraints
*Side Impact Door Beams 
*Front & Rear Crumple Zones
*ACE Body Structure 
*Daytime Running Lights 
*Remote Entry System with Trunk Opener
*Security System 
*Immobilizer Theft Deterrent System
*LATCH System for Child Seats

INTERIOR FEATURES
*160 Watt AM/FM/CD Audio System w/ 6 Speakers Including MP3/WMA Playback
*Steering Wheel Audio Controls 
*USB Audio Interface
*MP3Auxiliary Input Jack
*Automatic Climate Control System with Air Filtration System 
*IMA System Indicators 
*Driver’s Seat Height Adjustment
*Front Center Console with Armrest
*Power Windows and Door Locks 
*Driver’s Auto Up/Down Window
Tilt & Telescoping Steering Column 
Visor Vanity Mirrors 
Front Map Lights & Cargo Area Light 
*12 Volt Power Outlets 
Cruise Control 
Exterior Temperature Gauge 
Floor Mats
Maintenance Minder System 

EXTERIOR FEATURES 
*15X6.0” Lightweight Alloy Wheels 
*P195/65R15 All Season Tires 
*Variable Intermittent Windshield Wipers 
*Rear Window Defroster 
Power Door Mirrors with Turn Indicators 

 For Sale by:
CARNET COMMERCIAL EQUIPMENT AND QUALITY USED AUTOMOBILES
12642 Broad St Rd Ste C Richmond, VA 23233.

We are located in the same large brick building as the Floor Trader.
We accept Trade Ins and Will Buy Your Car Outright If You Are Looking To Sell. We buy any year, make, model. We buy all cars, even if they do not run. We also purchase farm equipment, commercial equipment, construction equipment such as Trailers, Dump Trailers, Dump Trucks, Road Tractors, Generators, Water Trucks, and Much More!
$299 Processing fee will be added to this sale.
Visit Carnet Cars online at carnetcars.com to see more pictures of this vehicle or call us at 804-928-9099 today to schedule your test drive.
Visit Carnet Cars online at carnetcars.com to see more pictures of this vehicle or call us at 804-928-9099 today to schedule your test drive.
"
11,"$5,800",Raleigh,"2010 FORD FUSION SE,CLEAN, GOOD RUNNING CAR, WELL MAINTAINED, CALL!!!",https://raleigh.craigslist.org/cto/d/raleigh-2010-ford-fusion-seclean-good/7560930664.html,Nov 24,"LOW MILES-----2010 FORD FUSION SE
PRICE REDUCED!!!
This is a well maintained, GOOD running car with 147k miles, which mostly has been Highway miles. The car has a recent NC inspection, NO gasket OR oil leaks, everything works as should. AC Blows Cold. Clean Title.
The body is solid, paint is in good condition, factory alloy wheels, nice stero/ CD, dark grey interior show very little signs of wear …Very Very Reliable transportation for the price.
TEXT OR CALL---->>>>> SERIOUS ONLY!!!!
"
12,"$5,600",Raleigh,"2008 NISSAN ALTIMA SL, AUTO, RUNS GOOD, CLEAN CAR, CALL TODAY!!!!!",https://raleigh.craigslist.org/ctd/d/raleigh-2008-nissan-altima-sl-auto-runs/7560930555.html,Nov 24,"LOW MILES-----2008 NISSAN ALTIMA SL
PRICE REDUCED!!!--------->LOW MILES-4 cylinder, GREAT ON FUEL <--------------SAVE $$$$$$
This is a well maintained, GOOD running car with 182k miles, which mostly has been Highway miles. The car has a recent NC inspection, NO gasket OR oil leaks, everything works as should. AC Blows Cold. Clean Title.
The body is solid, paint is in good condition, factory alloy wheels, nice stero/ CD, tan leather interior is VERY CLEAN, no signs of wear & tear, sunroof, car is fully loaded for model year!!! CALL NOW!!! …Very Very Reliable transportation for the price.
TEXT OR CALL---->>>>> SERIOUS ONLY!!!! 704-390-2787
    "
13,"$14,990",TOUCHLESS DELIVERY TO YOUR HOME,2009 Toyota RAV4 Sport Utility 4D suv Blue - FINANCE ONLINE,https://raleigh.craigslist.org/ctd/d/raleigh-2009-toyota-rav4-sport-utility/7560915311.html,Nov 24,"At Carvana, we go miles beyond the extra mile. That’s why we provide you with a convenient, fast, and hassle-free car buying experience that puts you in the driver’s seat. Plus, choose to get your car delivered as soon as the next day or pick it up from one of our state-of-the-art Car Vending Machines. All of our vehicles are inspected and reconditioned by technicians to meet quality standards and come equipped with a 7-Day Money Back Guarantee. Plus, no hassle and no bogus fees.Most importantly, we’ve delivered 5-star smiles to over 140,000 customers who have bought or sold with us and always provide exceptional customer service!Vehicle Stock# 2002044705📱 Want to instantly check this car’s availability? Call us at  919-205-2321Just text that stock number to 855-976-4304 or head to http://www.carvanaauto.com/15229768-84656 and plug it into the search bar!Get PRE-QUALIFIED for your auto loan in 2 minutes - no hit to your credit:http://finance.carvanaauto.com/15229768-84656Looking for more cars like this one? We have 482 Toyota RAV4 in stock for as low as $13990!We'll Drive You Happy®Experience hassle-free car buying designed to make you smile. Browse quality vehicles that fit your budget with no strings, just exceptional service. Get Personalized Financing Without the HasslePre-qualify in 2 minutes to view your down and monthly payments for every car in our inventory. Plus, shop for cars that fit your budget conveniently without leaving your couch.Check out everything about our financing at: http://finance.carvanaauto.com/15229768-84656Enjoy Your Ride, Without the Hidden FeesWe believe everyone should  Live Feelessly®. We help you find the right car for the right price and avoid last-minute, bogus fees so you can get the most out of your ride.7 Days to Love Your Ride or Return ItTake some time with your ride to see if it fits your lifestyle. If you change your mind, you can return it with no strings attached.Learn more at: http://about.carvanaauto.comWe Take Care of All the DetailsAll of our vehicles are inspected and reconditioned by technicians, and have no fire, frame or flood damage according to CARFAX™ and AutoCheck®.Vehicle Info for Stock# 2002044705Trim: Sport Utility 4D suvMileage: 74k milesExterior Color: BlueInterior Color: OtherEngine: 4-Cyl, 2.5 LiterDrive: Two Wheel DriveTransmission: Automatic, 4-Spd w/OverdriveVIN: 2T3ZF33V39W004177Dealer Disclosure: Price excludes tax, title, and registration (which we handle for you).Disclaimer: You agree that by providing your phone number, Carvana, or Carvana’s authorized representatives*, may call and/or send text messages (including by using equipment to automatically dial telephone numbers) about your interest in a purchase, for marketing/sales purposes, or for any other servicing or informational purpose related to your account. You do not have to consent to receiving calls or texts to purchase from Carvana. While every reasonable effort is made to ensure the accuracy of the information for this Toyota RAV4, we are not responsible for any errors or omissions contained in this ad. Please verify any information in question with Carvana at 919-205-2321*Including, but not limited to, Bridgecrest Credit Company, GO Financial and SilverRock Automotive.*Toyota* *RAV4* *4wd* *Toyota* *RAV4* *EV* *Toyota* *RAV4* *LE* *Toyota* *RAV4* *Limited* *Toyota* *RAV4* *Sport* *Toyota* *RAV4* *base* *Toyota* *RAV4* *L* *Toyota* *RAV4* *Premium* *Toyota* *RAV4* *Adventure* *Toyota* *RAV4* *XLE* *SUV* *Toyota* *RAV4* *RAV-4* *Toyota* *RAV4* *RAV* *4* *Toyota* *RAV4* *4x4* *Toyota* *RAV4* *4by4* *Toyota* *RAV4* *4-by-4* *Toyota* *RAV4* *4-4* *Toyota* *RAV4* *AWD* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
14,"$4,800",Bear Creek,2008 Nissan Maxima,https://raleigh.craigslist.org/cto/d/bear-creek-2008-nissan-maxima/7560911859.html,Nov 24,"This car is so fun and luxurious to drive that I nicknamed it ‘The Limo’!  I bought it in June 2021 from my mom who was the sole owner and took extremely good care of it with regular maintenance and needed repairs. I invested over $2,000 in late 2021 & early 2022 in the significant repairs listed below (we have all maintenance and repair records going back to the purchase date in 2008). The heated seats and steering wheel warm up fast are my favorite feature during winter.

Current Mileage: 239K

Recent repairs/maintenance:
2019
-new break pads (4) @211K

2020
-new 60K tires @220K

2021
-intake manifold gasket replaced @226K
-valve cover gasket replaced @226K
-new rear break pads & rotors @231K
-new left rear wheel bearing hub assembly @231K
-new right front wheel bearing hub assembly @231K
-new power steering belt @231K
-new AC alternator belt @231K


2022
-new spark plugs (6) @235K
-intake plenum gasket set @235
-new ignition coils @235K

While the car is in excellent condition, it does have some minor old age cosmetic wounds/imperfections. The sun roof started having trouble closing so has been left in the closed position but still functions as a moon roof. (It’s possible that it could be repaired, but I haven’t had anyone investigate.)

I am sad to let ‘The Limo’ go, but I have recently purchased an AWD vehicle for my move north. Please feel free to contact me with any questions.

"
15,"$2,950",Clayton,2004 Hyundai Tiburon GT V6,https://raleigh.craigslist.org/cto/d/clayton-2004-hyundai-tiburon-gt-v6/7560908753.html,Nov 24,"FAST AND FURIOUS!!!  2004 Hyundai Tiburon GT V6. Nice car with service records. Drives and runs fantastic. Everything works. Power windows, power door locks, automatic, aux/Bluetooth sound system. Fun to drive! Clean Carfax!
"
16,"$4,500",Clayton,2007 Chevy Suburban LT,https://raleigh.craigslist.org/cto/d/clayton-2007-chevy-suburban-lt/7560906770.html,Nov 24,"Nice, comfortable SUV.  Runs and drives great. LT luxury. USES FLEX FUEL ($1 cheaper than regular unleaded!!!) 2WD. Premium sound with AUX/USB BOSE. Power windows, seats, door locks, DVD rear entertainment, leather, great tires, cold a/c, hot heat!!! Premium wheels. Clean title!!!  Inspected.  CLEAN CARFAX available!!!
"
17,"$6,500",N/A,2010 Volvo S80 V8,https://raleigh.craigslist.org/cto/d/garner-2010-volvo-s80-v8/7560862160.html,Nov 23,"2010 Volvo S80 V8 AWD, 152,000 miles, Runs Great, Salvage Tittle, Push Start, Keyless Entry, Crack Windshild just passed NC Inspection price is FIRM $6500
"
18,"$2,450",N/A,2005 Hyundai Elantra,https://raleigh.craigslist.org/cto/d/raleigh-2005-hyundai-elantra/7560847254.html,Nov 23,"Up for sale I have a great running Hyundai Elantra.  Runs great pass inspection ac heat works.  Peer windows and locks .  Tires are in great shape.  Rebuilt title the grill was damaged .  I’ll be sourcing a grill for it.  Other than that it a great running car no check engines and it’s good on gas
"
19,"$2,500",youngsville,2006 Honda Odyssey EX-L-200K-Loaded-Mechanic's Special,https://raleigh.craigslist.org/cto/d/youngsville-2006-honda-odyssey-ex-200k/7560836239.html,Nov 23,"Up for sale is our 2006 Honda Odyssey EX-L with 200k. This van is loaded including factory rear HVAC and entertainment. This vehicle has served our family well for the past six years. The relative that owns the vehicles health has gotten to a point where they are no longer driving consistently, and we have decided to sell it. All the options work including, air conditioning, heat, power sliding doors, etc. The vehicle has been owned in North Carolina since new, has extensive service records, and clean title and Carfax history. The van has been sitting for the last year and not driven much. 

****Outside of the damage to the rear bumper, and general wear associated with the age and mileage, the vehicle has started to not run after about 15 minutes of driving it.  We have had the van looked at by several shops and given different answers each time. The general consensus is the catalytic converters have failed and are clogged. The vehicle can be driven 10-15 minutes before it will no longer accelerate. We are selling it as is since we were unable to get a clear answer to have it fixed. 

****Please read the add completely and email with any questions. We will delete the add when sold***** Thanks!
"
20,"$2,999",youngsville,Silver-2002 Volkswagon Golf GLS-5 Speed Manual-4DR-4cyl Engine,https://raleigh.craigslist.org/ctd/d/youngsville-silver-2002-volkswagon-golf/7560836140.html,Nov 23,"Well running, gas saving, 2002 Volkswagon Golf GLS with 221k. 2.0L 4cyl gasoline engine, manual transmission, front wheel drive. Features include, power windows, power locks, power mirrors, am/fm/cd, cruise control, power moonroof, alloy wheels, keyless entry, etc


California vehicle since new. Recent service includes oil change, and North Carolina inspection. Clean title and Carfax history. Vehicle runs and drives well. Please expect wear consistent with age, mileage, and price.  Please call us with any questions. Thanks!


Auto Boutique LLC
111 S College St
Youngsville, Nc, 27596
919-896-3904




mazda nissan toyota honda civic corolla si mazda speed
"
21,"$2,000",Hillsborough,2003 Chevrolet Trailblazer - please read whole description,https://raleigh.craigslist.org/cto/d/hillsborough-2003-chevrolet-trailblazer/7560795030.html,Nov 23,"Been my mother’s daily driver for over 20 years and she still loves it. 

The good:  Starts, moves, stops, all electronics and 4wd work as they should.

Transmission replaced roughly 50k miles ago. 

The bad:  serpentine belt blew while mom was on the interstate. She limped the car another 5 miles, turned it off and had it towed home when safe. During that 5 miles it overheated as one would expect, and when we checked the oil at home it’s low. 

Engine still turns over and will start, but seems low on power. Belt still needs to be replaced. Car will have to be towed. Great for someone to fix up or use for parts.
"
22,"$5,500",CLAYTON,2008 NISSAN XTERRA OFF ROAD - CLAYTON MOTORS INC - BUY HERE PAY HERE,https://raleigh.craigslist.org/ctd/d/clayton-2008-nissan-xterra-off-road/7560792229.html,Nov 23,"》》》2008 NISSAN XTERRA OFF ROAD《《《
VIN#: 5N1AN08U78C538312

💰$5,500 Cash Price
★★★WE DO BUY HERE PAY HERE★★★
$2,750 Down + Taxes, Tag & Doc Fee

Vehicle Details: MILEAGE: 218,873 || 6 CYLINDER 4.0L || RWD || AUTOMATIC TRANSMISSION || EXTERIOR IS IN GOOD SHAPE || EXTERIOR COLOR: BROWN || CLEAN ALLOY WHEELS || ROOF RACKS || CLEAN CLOTH INTERIOR || CLEAN TITLE || HAS NC INSPECTION || 

📌CLAYTON MOTORS INC | DEALER #75962
11282 US 70 BUS. HWY WEST, CLAYTON, NC 27520

✧OPEN: Mon-Sat 10am-6pm✧

⋙FOR MORE INFO⋘
Call or Text our Salesperson ❀Erandi❀ (𝟗𝟖𝟒)𝟐𝟏𝟓-𝟗𝟓𝟎𝟑
HABLO ESPAÑOL 😊

★STAY UPDATED & CHECK OUT OUR WEBSITE★
https://claytonmotorsinc.wixsite.com/claytonmotorsinc
"
23,"$4,800",Knightdale,2006 Chrysler Town and Country,https://raleigh.craigslist.org/cto/d/knightdale-2006-chrysler-town-and/7560790190.html,Nov 23,"Runs and drives great!  Excellent interior, V6, 3.8 Liter, FWD, Stow and Go, recent inspection, 111,500 miles.
"
24,"$3,850",S. RALEIGH / GARNER,2003 TOYOTA CAMRY 4CYL AUTO,https://raleigh.craigslist.org/ctd/d/raleigh-2003-toyota-camry-4cyl-auto/7560784688.html,Nov 23,"SELLING A ABSOLUTLEY BEAUTIFUL 2003 

247k miles
Leather
AM/FM/XM/CD Player
Ice Cold Air Conditioning
Very Clean car that looks and drives great
Excellent condition inside and out
Nice set of tires
Automatic transmission
No Mechanical issues
Just passed inspection
Clean clear title

Call 984-269-5224
or Text: 919-480-2270

AT OAK CITY MOTORS WE HAVE A FRIENDLY KNOWLEDGEABLE NO PRESSURE STAFF. WE HAVE NO HIDDEN FEES AND A LARGE SELECTION OF CARS UNDER $7000. WE DO BUSINESS LIKE NO ONE ELSE AND WANT MAKE THE CAR BUYING PROCESS EASY AND HONEST.

OAK CITY MOTORS OFFERS “HAGGLE FREE” PRICING ON ALL OF OUR CARS. WHAT THIS MEANS FOR THE CUSTOMER IS, EVERYONE GETS THE SAME LOW PRICE. WE INVEST A TON OF TIME AND ENERGY RESEARCHING THE MARKET, ASSISTED BY STATE OF THE ART TECHNOLOGY AND SOFTWARE TO OFFER UNBEATABLE PRICES ON OUR CARS. OUR PHILOSOPHY OF LOW MARGIN ON A HIGH VOLUME OF CARS HAS SET RECORDS IN THE INDUSTRY. WE BELIEVE IN PRICING THE CAR FAIR THE FIRST TIME, TAKING THE STRESS AND ANXIETY OUT OF CAR BUYING. OUR CUSTOMERS CAN REST ASSURED THAT THEY ARE GETTING THE VERY BEST PRICE, AND NO ONE ELSE COULD HAVE GOTTEN A BETTER DEAL THAN THEY DID BASED ON NEGOTIATIONS.

OAK CITY MOTORS
1401 MECHANICAL BLVD
GARNER, NC 27529
www.oakcitymotors.com

WE ARE LOCATED AT THE CORNER OF MECHANICAL BLVD AND YEARGAN RD
ONLY 10 MINS FROM DOWNTOWN RALEIGH.

FREE AUTOCHECK AVAILABLE ON OUR WEBSITE OAKCITYMOTORS.COM

WE WILL BEAT ANY OTHER DEALERS PRICE ON EVERY CAR!

LOWEST PRICE IN 75 MILES GUARANTEED!
"
25,"$9,500",CLAYTON,2007 Acura RDX SH AWD 4dr SUV 157340 Miles,https://raleigh.craigslist.org/ctd/d/clayton-2007-acura-rdx-sh-awd-4dr-suv/7560771186.html,Nov 23,"2007 Acura RDX SH AWD 4dr SUV 157340 Miles
"
26,"$4,200",Raleigh NC,2004 Cadillac Deville,https://raleigh.craigslist.org/ctd/d/cary-2004-cadillac-deville/7560770394.html,Nov 23,"2004 Cadillac Deville 
One Owner
Clean Carfax, Clean Title
Very Clean, Leather Seats, OnStar
Runs and Drives Smooth
New Tires
4200 Cash OBO
"
27,"$7,500","Smithfield, N.C.",2010 NISSAN ROGUE S CROSSOVER❤️~~ JZ CARS INC ~~⭐,https://raleigh.craigslist.org/ctd/d/pine-level-2010-nissan-rogue-crossover/7560768569.html,Nov 23,"DLR#:80341

JZ CARS, INC.
4187 US HWY 70 E.
SMITHFIELD, N.C. 27577
Office #: (919)634-9056 ~~SE HABLA ESPAÑOL

* HOURS: Mon.-Sat. 10am-6pm *

~~ 2010 NISSAN ROGUE ~~
VIN# JN8AS5MT8AW506274


✧Vehicle Cash Price: $7,500
✧We Also Do BUY HERE PAY HERE
✧$3,750 Down (Taxes, Tag & Doc fee not included) and finance the rest at the dealer.
✧We accept Cash, Cashier Check, Money Order, Visa, Master Card, American Express, Discovery and Apple Pay.

-Black Exterior 

-Gray Interior 

-Cloth Seat 

-Roof Rack

-Back Up Camera 

-Air Conditioning 

-Miles:162,262
"
28,"$7,200",Cary,2010 Nissan Frontier King Cab 2.5 (4 cyl)  ONE OWNER  195k 24Mpg,https://raleigh.craigslist.org/cto/d/cary-2010-nissan-frontier-king-cab-25/7560751873.html,Nov 23,"Selling my “One Owner” 2010 Nissan Frontier King Cab with 195k miles on it. Reliable, Durable, and Well Maintained. Strong Engine. Smooth Transmission. Runs like new. No mechanical issues at all. Gives 24 Mpg.

New Tires, New Rotors and New Brake Pads all around, New Bed Liner and Fresh Oil Change.

A/C, Heat, “Sony” CD Player with AUX, AM/FM Radio, Rear Sliding Window, Roll up windows. Never smoked in. Clean Carfax with NO accidents. Clean Title on hand.
"
29,"$6,500",Durham,2010 Nissan Altima S!! Must See!! Low Miles!!,https://raleigh.craigslist.org/cto/d/durham-2010-nissan-altima-must-see-low/7560741041.html,Nov 23,"This is a good dependable car. This really is a super clean ride and it runs great. It has been well taken care of. This car is ready to hit the road. It has everything you want in a car power, durability and style. This car has a rebuilt title. All repair records are available. The car has only 58k miles. Call me at  show contact info
 or  show contact info
 or  show contact info
.
"
